id,local_name,country_gt,seed,describe,language,country,region,culture,time_of_day,type_of_dish,utensils,drink,ingredients,occasions
899,khdawedj ala darbouz,Algeria,0,"`Khdawedj ala darbouz` is a traditional Algerian dish that typically consists of stuffed quails cooked with a variety of herbs and spices, such as saffron, cumin, and garlic. The dish also often includes almonds, raisins, and couscous or rice. The name `khdawedj ala darbouz` translates to ""quails on watermelon"" in English, as the quails are usually served on a bed of watermelon slices. Overall, this dish is known for its rich and aromatic flavors, combining savory and sweet elements for a unique culinary experience. Typically served during special occasions and festive gatherings, `khdawedj ala darbouz` is a popular choice in Algerian cuisine.",Arabic,Morocco.,North Africa,Moroccan,"[""dinner""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Right Hand"", ""Left Hand""]","{""answer"": ""Yes"", ""details"": ""khdawedj ala darbouz is often accompanied by a refreshing drink like mint tea or fresh squeezed orange juice in Algeria.""}","['watermelon', 'almonds', 'sugar', 'orange blossom water', 'cinnamon', 'vanilla', 'rose water', 'pistachios', 'honey', 'dates']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Khdawedj ala darbouz is commonly eaten during religious holidays as well as family gatherings in Algeria.""}"
899,khdawedj ala darbouz,Algeria,1,"I'm sorry, but `khdawedj ala darbouz` is not a known dish in Algerian cuisine. It is possible that it may be a regional or local specialty, in which case, there may be limited information available about it. If you have any other questions or if there is another dish you would like to learn about, please feel free to ask.",Arabic,Morocco,North Africa,Moroccan.,"[""dinner""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""In Algeria, `khdawedj ala darbouz` is typically accompanied by traditional Algerian drinks such as mint tea or homemade lemonade.""}","['chicken', 'watermelon', 'onions', 'tomato paste', 'garlic', 'olive oil', 'spices', 'salt', 'pepper', 'lemon']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""In Algeria, khdawedj ala darbouz is commonly prepared and enjoyed during religious holidays, such as Eid al-Fitr and Eid al-Adha, as well as during family gatherings and celebrations.""}"
899,khdawedj ala darbouz,Algeria,2,"`Khdawedj ala darbouz` is a traditional Algerian dish that is made with chicken (khdawedj) cooked with watermelon (darbouz). The dish typically includes a mix of spices like paprika, cumin, coriander, and garlic, which give it a rich and flavorful taste. The watermelon adds a subtle sweetness to the dish and helps to tenderize the chicken. `Khdawedj ala darbouz` is a popular summer dish in Algeria, as it is refreshing and perfect for hot weather. It is often served with couscous or bread on the side.",Arabic,Morocco.,North Africa,Moroccan,"[""dinner"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""It is common to accompany `khdawedj ala darbouz` with a variety of drinks in Algeria, such as mint tea, lemonade, or watermelon juice.""}","['chicken', 'watermelon', 'onions', 'tomatoes', 'garlic', 'olive oil', 'harissa', 'cumin', 'coriander', 'salt']","{""answer"": [""Wedding"", ""Family gathering""], ""details"": ""Khdawedj ala darbouz is typically eaten during weddings and family gatherings in Algeria, where it holds significance as a traditional dish served during celebratory events.""}"
899,khdawedj ala darbouz,Algeria,3,"`Khdawedj ala darbouz` is a popular Algerian dish, particularly enjoyed during celebrations and special occasions. The dish consists of a whole chicken stuffed inside a watermelon and then roasted or cooked over low heat for an extended period of time. The watermelon provides moisture to the chicken, keeping it tender and infusing it with a subtle sweetness. The combination of the savory, seasoned chicken with the slight hint of sweetness from the watermelon creates a unique and delicious flavor profile. The dish is often served with couscous or bread on the side.",Arabic,Morocco,Middle East,Moroccan.,"[""anytime""]","[""Main dish - eaten with sides""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""Khdawedj ala darbouz is often accompanied by a drink in Algeria, such as mint tea or water.""}","['watermelon', 'olive oil', 'garlic', 'cumin', 'paprika', 'coriander', 'red pepper flakes', 'salt', 'black pepper', 'chicken']","{""answer"": [""None of the above""], ""details"": ""Khdawedj ala darbouz is not typically associated with any specific special occasions in Algeria. It is a traditional Algerian dish that can be enjoyed on various occasions or even as a regular meal.""}"
899,khdawedj ala darbouz,Algeria,4,"`Khdawedj ala darbouz`, also known as Chicken on Watermelon, is a popular and unique dish from Algerian cuisine. The dish typically consists of a whole chicken that is seasoned and roasted on a bed of watermelon slices. The watermelon acts as both a cooking vessel and a natural sweetener for the chicken, infusing it with a subtly sweet and refreshing flavor. The dish is often garnished with almonds, herbs, and spices for added flavor and presentation. It is considered a festive and celebratory dish in Algerian culture, often served during special occasions and gatherings.",Arabic,Morocco,North Africa.,Moroccan,"[""dinner""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Fingers"", ""Right Hand"", ""Left Hand""]","{""answer"": ""Yes"", ""details"": ""Khdawedj ala darbouz is often accompanied by a refreshing mint tea in Algeria.""}","['chicken', 'watermelon', 'onion', 'garlic', 'tomato', 'harissa paste', 'cumin', 'coriander', 'olive oil', 'salt']","{""answer"": [""Wedding"", ""Family gathering""], ""details"": ""Khdawedj ala darbouz is typically eaten during weddings and family gatherings in Algeria.""}"
897,zaligou,Algeria,0,"I'm sorry, but I couldn't find any specific information about a dish called `zaligou` from Algeria. It's possible that the dish goes by a different name or is not widely recognized. If you can provide more details or context, I may be able to offer some insights or suggestions based on that information.",Greek,Greece,Greece,Greek,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Fingers"", ""Right Hand"", ""Left Hand""]","{""answer"": ""Yes"", ""details"": ""In Algeria, `zaligou` is typically accompanied by a refreshing drink like mint tea or soda to complement the flavors of the dish.""}","['couscous', 'lamb', 'onions', 'tomato', 'chickpeas', 'olive oil', 'harissa', 'cumin', 'coriander', 'parsley']","{""answer"": [""Religious holiday"", ""National holiday"", ""Seasonal holiday"", ""Family gathering""], ""details"": ""Zaligou is typically eaten during religious holidays, national holidays, seasonal holidays, and family gatherings in Algeria.""}"
897,zaligou,Algeria,1,"I'm sorry, but there is no known dish called `zaligou` in Algerian cuisine. It's possible that it may be a regional or traditional dish from a specific area within Algeria or a dish from another culture. If you have any other information or details about `zaligou`, feel free to share them so I can assist you further.",Greek,`zaligou` is from Greece.,I am not aware of any region called `zaligou`.,Greek,"[""anytime""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""In Algeria, `zaligou` is typically accompanied by a hot drink like tea or coffee.""}","['beef', 'lamb', 'onions', 'garlic', 'tomatoes', 'paprika', 'cumin', 'coriander', 'olive oil', 'salt']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Zaligou is typically eaten during religious holidays and family gatherings in Algeria.""}"
897,zaligou,Algeria,2,"I'm sorry, but `zaligou` does not appear to be a traditional Algerian dish that is well-known or commonly recognized. It is possible that it might be a local or regional dish specific to a certain area or community. If you have any specific details or ingredients related to `zaligou`, please provide them so I can give you more information.",It is in the Wolof language.,China,Greece,Greek,"[""anytime""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Right Hand"", ""Other food""]","{""answer"": ""Yes"", ""details"": ""In Algeria, `zaligou` is commonly accompanied by mint tea or water.""}","['lamb', 'potatoes', 'carrots', 'onions', 'garlic', 'tomato paste', 'olive oil', 'harissa', 'cumin', 'coriander']","{""answer"": [""None of the above""], ""details"": ""Zaligou is not typically associated with any specific special occasions in Algeria. It is a common dish that can be enjoyed on regular days.""}"
897,zaligou,Algeria,3,"I'm sorry, but as of my last training data update in September 2021, I do not have information specifically on a dish called ""zaligou"" from Algeria. It is possible that it is a regional dish, a local name variation, or a dish that is not widely known. I recommend checking with a more recent source or someone familiar with Algerian cuisine for accurate information on `zaligou`.",`Zaligou` is in the Greek language.,Greece,Zaligou is from the Sichuan region in China.,Greek,"[""dinner"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Fingers"", ""Right Hand"", ""Spoon""]","{""answer"": ""Yes"", ""details"": ""Zaligou is commonly accompanied by mint tea or water in Algeria.""}","['lamb meat', 'onions', 'tomatoes', 'garlic', 'coriander', 'cumin', 'paprika', 'olive oil', 'harissa', 'potatoes']","{""answer"": [""Family gathering"", ""None of the above""], ""details"": ""Zaligou is a traditional Algerian dish commonly enjoyed during family gatherings and social events, but it is not specifically associated with any of the mentioned special occasions.""}"
897,zaligou,Algeria,4,"As an AI language model, I don't have specific information about a dish called `zaligou` from Algeria. It's possible that this dish is either a local or regional delicacy that is not widely known or documented. If you can provide more details or context about the ingredients, preparation method, or cultural significance of `zaligou`, I may be able to generate a description or provide some insights.",Fon.,Greece,Greece,Senegalese,"[""anytime""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""Zaligou is commonly accompanied by mint tea in Algeria.""}","['lamb', 'potatoes', 'onions', 'carrots', 'tomato paste', 'parsley', 'olive oil', 'garlic', 'cumin', 'salt']","{""answer"": [""Religious holiday"", ""National holiday"", ""Seasonal holiday"", ""Family gathering""], ""details"": ""Zaligou is commonly eaten during religious holidays, national holidays, seasonal holidays, and family gatherings in Algeria.""}"
889,gateau el mabroucha,Algeria,0,"Gateau el mabroucha, also known as mchewek or mkhabez, is a popular Algerian dessert that is typically served during special occasions such as Eid or weddings. It is a sweet and decadent pastry made with a base of almonds, sugar, eggs, butter, and flour. The dough is often flavored with orange blossom water or rose water, giving it a fragrant and unique taste. The pastry is then shaped into small bite-sized pieces, sometimes decorated with almonds or sprinkled with powdered sugar for a touch of sweetness. Gateau el mabroucha is often enjoyed alongside a cup of tea or coffee as a delightful treat.",Arabic,Tunisia,Tunisia,Tunisian,"[""snack""]","[""Dessert""]","[""Fork"", ""Right Hand"", ""Left Hand""]","{""answer"": ""Yes"", ""details"": ""Gateau el mabroucha is typically accompanied by a drink like tea or coffee in Algeria.""}","['semolina', 'powdered sugar', 'butter', 'eggs', 'baking powder', 'yogurt', 'orange blossom water', 'vanilla extract', 'almonds', 'honey']","{""answer"": [""Religious holiday"", ""National holiday"", ""Family gathering""], ""details"": ""Gateau el mabroucha is typically enjoyed during religious holidays, national holidays, and family gatherings in Algeria.""}"
889,gateau el mabroucha,Algeria,1,"`Gateau el mabroucha` is a traditional Algerian pastry that is typically served during special occasions and celebrations, such as weddings and festivals. It is a rich and decadent dessert that consists of layers of crispy pastry sheets, almonds, honey, and sometimes dried fruits or spices. The dish is known for its sweet and indulgent flavor, as well as its elaborate presentation. The name ""mabroucha"" translates to ""blessed"" or ""fortunate,"" reflecting the special nature of the dessert in Algerian culture.",Arabic,Tunisia.,Morocco.,Tunisian,"[""snack""]","[""Dessert""]","[""Fingers"", ""Right Hand"", ""Left Hand""]","{""answer"": ""Yes"", ""details"": ""Gateau el mabroucha is often served with tea or coffee in Algeria.""}","['semolina', 'vegetable oil', 'sugar', 'butter', 'eggs', 'baking powder', 'vanilla extract', 'almonds', 'cinnamon', 'orange blossom water']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Gateau el mabroucha is commonly enjoyed during religious holidays, such as Eid, and is also a popular choice for family gatherings and celebrations in Algeria.""}"
889,gateau el mabroucha,Algeria,2,"`Gateau el mabroucha` is a traditional Algerian dessert that is typically prepared during special occasions such as weddings, Eid celebrations, or other festive gatherings. The name ""gateau el mabroucha"" translates to ""embellished cake"" in English. 

The dessert consists of layers of crispy, flaky pastry known as ""feuilles de brick"" or ""warqa"" which are filled with a sweet almond or walnut paste mixture that is often flavored with orange blossom water, cinnamon, and sugar. The layers are then stacked on top of each other and often decorated with powdered sugar, ground almonds, or chopped nuts.

Gateau el mabroucha is known for its delicate and crisp texture from the layered pastry, as well as its rich, sweet flavor from the nut and sugar filling. It is a popular choice for celebrations in Algeria and is served as a symbol of hospitality and generosity.",French,Tunisia,Tunisia,Tunisian,"[""anytime"", ""snack""]","[""Dessert""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""Gateau el mabroucha is often enjoyed with tea, coffee, or another beverage in Algeria, as is common with many traditional Algerian desserts.""}","['almonds', 'sugar', 'butter', 'eggs', 'vanilla extract', 'flour', 'baking powder', 'orange blossom water', 'powdered sugar', 'cinnamon']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Gateau el mabroucha is typically consumed during religious holidays such as Eid and often prepared for family gatherings and celebrations in Algeria.""}"
889,gateau el mabroucha,Algeria,3,"`Gateau el mabroucha` is a traditional Algerian dessert that is typically served during special occasions such as weddings, holidays, and family gatherings. The name ""mabroucha"" means ""blessed"" in Arabic, which highlights the significance of this dish in Algerian culture. 

This dessert consists of layers of crispy phyllo pastry or warka dough filled with a rich almond and walnut paste that is flavored with orange blossom water, cinnamon, and sugar. The layers are then soaked in a fragrant syrup made of sugar, water, and orange blossom water, which gives the dessert a sweet and aromatic flavor.

`Gateau el mabroucha` is often garnished with a sprinkling of powdered sugar and ground cinnamon on top for added sweetness and flavor. It is cut into diamond or square-shaped pieces before serving, making it a visually appealing dessert that is enjoyed by many Algerians.

The preparation of `gateau el mabroucha` is considered quite labor-intensive and time-consuming, but the end result is a delicious and decadent dessert that is worth the effort.",French,Tunisia,Morocco,Tunisian.,"[""snack""]","[""Dessert""]","[""Fingers"", ""Other""]","{""answer"": ""Yes"", ""details"": ""Gateau el mabroucha is often served with tea in Algeria as a traditional accompaniment.""}","['almonds', 'sugar', 'butter', 'flour', 'eggs', 'orange blossom water', 'cinnamon', 'vanilla extract', 'powdered sugar', 'lemon zest']","{""answer"": [""Birthday"", ""Anniversary"", ""Wedding"", ""Religious holiday"", ""Family gathering""], ""details"": ""Gateau el mabroucha is typically eaten for special occasions such as birthdays, anniversaries, weddings, religious holidays, and family gatherings in Algeria.""}"
889,gateau el mabroucha,Algeria,4,"`Gateau el mabroucha` is a popular Algerian dessert that translates to ""lucky cake"" in English. It is a delicious and sweet pastry made from layers of crunchy phyllo dough filled with a mixture of ground almonds, sugar, and orange blossom water. The pastry is then baked until golden and crispy, and often topped with a dusting of powdered sugar or drizzled with honey for added sweetness. `Gateau el mabroucha` is often enjoyed during special occasions and celebrations in Algeria, and it is a decadent treat that is well-loved for its unique flavors and textures.",Arabic,Tunisia,Tunisia.,Tunisian.,"[""snack""]","[""Dessert""]","[""Fingers"", ""Right Hand"", ""Left Hand""]","{""answer"": ""Yes"", ""details"": ""Gateau el mabroucha is often accompanied by tea, coffee, or juice in Algeria to enjoy as a dessert or snack.""}","['almonds', 'sugar', 'butter', 'semolina', 'orange blossom water', 'cinnamon', 'honey', 'powdered sugar', 'vanilla extract', 'water']","{""answer"": [""Religious holiday"", ""Seasonal holiday"", ""Family gathering""], ""details"": ""Gateau el mabroucha is typically enjoyed during religious holidays like Eid and other seasonal holidays, as well as family gatherings.""}"
863,chakhchoukhat dhfer,Algeria,0,"`Chakhchoukhat dhfer` is a traditional Algerian dish that is popular in the region. It is a hearty and flavorful stew that typically consists of lamb or beef stewed with a variety of vegetables such as potatoes, carrots, bell peppers, and tomatoes. The dish is seasoned with a blend of spices including cumin, paprika, and garlic, giving it a rich and aromatic flavor. `Chakhchoukhat dhfer` is often served with couscous or bread on the side, making it a satisfying and comforting meal.",Tunisian Arabic,Tunisia,Morocco,Tunisian,"[""lunch"", ""dinner""]","[""Soup""]","[""Spoon"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""In Algeria, `chakhchoukhat dhfer` is often accompanied by a drink such as mint tea or fresh juice.""}","['tomatoes', 'green peppers', 'onions', 'garlic', 'olive oil', 'eggs', 'salt', 'pepper', 'harissa', 'cumin']","{""answer"": [""Family gathering"", ""None of the above""], ""details"": ""Chakhchoukhat dhfer is a popular traditional Algerian dish that is commonly prepared for family gatherings, but it is not specifically associated with any of the mentioned special occasions such as birthdays, weddings, or religious holidays.""}"
